source_token,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
DRUG//START//56//14964,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//69//9033,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//16365,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//15//19773,OMOP//OMOP_CONCEPT//40736859,,True,,OMOP_CONCEPT,40736859,,Daptomycin 500 MG Injectable Solution [Cubicin],AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//9090,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15070,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14794,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14997,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//63//7311,OMOP//OMOP_CONCEPT//40798859,,False,enteral_nutrition,OMOP_CONCEPT,40798859,,General Nutrients,AMSTEL_usagi,source_code_omop,medium
DRUG//START//65//21222,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//67//7453,OMOP//OMOP_CONCEPT//43185358,,True,,OMOP_CONCEPT,43185358,,Glucagon 1 MG/ML [GlucaGen],AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//12993,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//71//9129,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//20629,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//30//7149,ATC//SFX//C02,,True,,ATC,21600446,,C02KD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//42//20724,,,False,enteral_nutrition,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14967,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14995,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//15000,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//65//12769,OMOP//OMOP_CONCEPT//35770395,,False,crystalloid_or_diluent,OMOP_CONCEPT,35770395,,potassium bicarbonate Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//13050,OMOP//OMOP_CONCEPT//21065827,,True,,OMOP_CONCEPT,21065827,,alanylglutamine Injection [Dipeptiven],AMSTEL_usagi,source_code_omop,medium
DRUG//START//15//9047,OMOP//OMOP_CONCEPT//40023477,,True,,OMOP_CONCEPT,40023477,,chloramphenicol Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//15//9075,OMOP//OMOP_CONCEPT//40988255,,True,,OMOP_CONCEPT,40988255,,Fusidate Injectable Solution [Fucidin],AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//15083,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14802,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14818,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14860,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14901,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14980,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//65//7097,ATC//N05//PSYCHOLEPTICS,,True,,ATC,21604516,,N05AD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//118//16457,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//29//7407,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//39//12320,OMOP//OMOP_CONCEPT//44203796,,False,parenteral_nutrition,OMOP_CONCEPT,44203796,,2570 ML Acetic Acid 1 MG/ML / Alanine 3.2 MG/ML / Arginine 2.85 MG/ML / Asparagine 0.708 MG/ML / Calcium 0.154 MG/ML / Glucose 68 MG/ML / Glutamine 1.17 MG/ML / Glycerophosphoric Acid 1.04 MG/ML / Glycine 1.75 MG/ML / ... Injectable Solution [Kabiven],AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//15045,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14925,OMOP//OMOP_CONCEPT//4332187,,False,oral_food,OMOP_CONCEPT,4332187,,Snack food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//118//14199,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//19370,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//27//7245,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15051,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14987,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//17039,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//29//13003,OMOP//OMOP_CONCEPT//43783294,,True,,OMOP_CONCEPT,43783294,,Flurazepam Oral Tablet [Dalmadorm],AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//20754,OMOP//OMOP_CONCEPT//40166958,,True,,OMOP_CONCEPT,40166958,,carbamazepine Extended Release Oral Tablet [Tegretol],AMSTEL_usagi,source_code_omop,medium
DRUG//START//30//19138,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//32//9027,OMOP//OMOP_CONCEPT//19033278,,True,,OMOP_CONCEPT,19033278,,peanut oil,AMSTEL_usagi,source_code_omop,medium
DRUG//START//39//10578,OMOP//OMOP_CONCEPT//41463392,,False,parenteral_nutrition,OMOP_CONCEPT,41463392,,2000 ML Acetic Acid 2.94 MG/ML / Acetylcysteine 1.23 MG/ML / Alanine 6.4 MG/ML / Arginine 4.32 MG/ML / Asparagine 0.449 MG/ML / Aspartic Acid 0.45 MG/ML / Calcium 0.59 MG/ML / Glucose 115 MG/ML / Glutamate 4.3 MG/ML / ... Injectable Solution [Nutriflex],AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//15056,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//19170,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14902,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14933,OMOP//OMOP_CONCEPT//4332187,,False,oral_food,OMOP_CONCEPT,4332187,,Snack food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//15004,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//65//8127,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,,True,,ATC,21602921,,J01DH02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//69//19133,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//71//12999,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//13474,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//19139,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//21//9117,RICU//ABX_DURATION,,False,,RICU,,,abx_duration,YAIB_ricu,table_itemid,medium
DRUG//START//24//7149,ATC//SFX//C02,,True,,ATC,21600446,,C02KD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//31//20753,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//32//19896,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15039,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15130,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//55//16817,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//55//8943,OMOP//OMOP_CONCEPT//41303738,,False,line_or_device_metadata,OMOP_CONCEPT,41303738,,heparin 5 UNT/ML Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14830,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14989,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//65//9010,OMOP//OMOP_CONCEPT//40079395,,True,,OMOP_CONCEPT,40079395,,streptokinase Injectable Solution [Streptase],AMSTEL_usagi,source_code_omop,medium
DRUG//START//118//14608,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//23//6980,OMOP//OMOP_CONCEPT//40162271,,True,,OMOP_CONCEPT,40162271,,dantrolene sodium 0.333 MG/ML Injectable Solution [Dantrium],AMSTEL_usagi,source_code_omop,medium
DRUG//START//32//13002,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//32//19132,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15102,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//21053,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14790,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14812,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14899,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14919,OMOP//OMOP_CONCEPT//4332187,,False,oral_food,OMOP_CONCEPT,4332187,,Snack food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//69//9054,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//13471,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//20630,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//15//19764,OMOP//OMOP_CONCEPT//40734887,,True,,OMOP_CONCEPT,40734887,,tigecycline 50 MG Injectable Solution [Tygacil] by Pfizer,AMSTEL_usagi,source_code_omop,medium
DRUG//START//21//20176,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//23//7014,OMOP//OMOP_CONCEPT//36782200,,True,,OMOP_CONCEPT,36782200,,Sufentanil Injectable Solution [Sufenta],AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//15067,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15082,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//55//7930,ATC//SFX//B01,,True,,ATC,21600973,,B01AB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//56//14798,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14894,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14897,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//19892,OMOP//OMOP_CONCEPT//40039834,,True,,OMOP_CONCEPT,40039834,,finasteride Oral Tablet [Proscar],AMSTEL_usagi,source_code_omop,medium
DRUG//START//118//13475,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//21018,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//15//7243,OMOP//OMOP_CONCEPT//35606304,,True,,OMOP_CONCEPT,35606304,,foscarnet sodium 24 MG/ML Injection [Foscavir],AMSTEL_usagi,source_code_omop,medium
DRUG//START//27//9105,OMOP//OMOP_CONCEPT//36882929,,True,,OMOP_CONCEPT,36882929,,sodium thiosulfate 250 MG/ML Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//32//19214,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15053,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15054,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15108,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//20737,,,False,enteral_nutrition,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14788,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14893,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14932,OMOP//OMOP_CONCEPT//4332187,,False,oral_food,OMOP_CONCEPT,4332187,,Snack food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//15003,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//65//21221,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//65//8132,ATC//H02//CORTICOSTEROIDS_FOR_SYSTEMIC_USE,,True,,ATC,21602732,,H02AB04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//69//19217,OMOP//OMOP_CONCEPT//21031071,,True,,OMOP_CONCEPT,21031071,,bimatoprost 0.3 MG/ML / Timolol 5 MG/ML [Ganfort],AMSTEL_usagi,source_code_omop,medium
DRUG//START//70//19161,OMOP//OMOP_CONCEPT//21045905,,True,,OMOP_CONCEPT,21045905,,tiotropium 0.0025 MG/ACTUAT Inhalant Solution [Spiriva Respimat],AMSTEL_usagi,source_code_omop,medium
DRUG//START//25//18776,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//29//9082,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14892,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14895,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14930,OMOP//OMOP_CONCEPT//4332187,,False,oral_food,OMOP_CONCEPT,4332187,,Snack food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14963,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14979,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14981,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14999,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//15012,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//69//19224,OMOP//OMOP_CONCEPT//21110441,,True,,OMOP_CONCEPT,21110441,,Carboxymethylcellulose 10 MG/ML [Celluvisc],AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//9041,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//16366,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//16893,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//21//20357,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//23//7020,OMOP//OMOP_CONCEPT//41207482,,True,,OMOP_CONCEPT,41207482,,Droperidol / Fentanyl Injectable Solution [Thalamonal],AMSTEL_usagi,source_code_omop,medium
DRUG//START//27//7217,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//29//13056,OMOP//OMOP_CONCEPT//40080009,,True,,OMOP_CONCEPT,40080009,,selegiline Oral Tablet [Eldepryl],AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//19894,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//31//9066,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//32//9084,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14783,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14822,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14898,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14903,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//15005,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//15009,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//67//12552,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//14773,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//19692,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//19747,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//21//19891,OMOP//RXNORM_EXTENSION//2917525,,True,,RxNorm Extension,2917525,,atovaquone Oral Tablet [Wellvone],AMSTEL_usagi,source_code_omop,medium
DRUG//START//23//12750,OMOP//OMOP_CONCEPT//40166326,,True,,OMOP_CONCEPT,40166326,,methadone hydrochloride 10 MG/ML Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//27//15256,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//27//9420,OMOP//OMOP_CONCEPT//19079524,,True,,OMOP_CONCEPT,19079524,,sodium chloride 9 MG/ML Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//30//9067,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15055,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14789,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14819,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14896,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//15007,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//14609,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//16853,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//16907,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//23//8190,OMOP//OMOP_CONCEPT//700266,,True,,OMOP_CONCEPT,700266,,thiopental 25 MG/ML Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//23//9007,OMOP//OMOP_CONCEPT//40087624,,True,,OMOP_CONCEPT,40087624,,vecuronium Injectable Solution [Norcuron],AMSTEL_usagi,source_code_omop,medium
DRUG//START//25//18779,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//27//7118,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15084,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//19172,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//20731,,,False,enteral_nutrition,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14785,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14787,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14795,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14811,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14923,OMOP//OMOP_CONCEPT//4332187,,False,oral_food,OMOP_CONCEPT,4332187,,Snack food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//65//15317,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//69//12786,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//69//7626,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//14184,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//16914,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//21//19052,OMOP//OMOP_CONCEPT//40097505,,True,,OMOP_CONCEPT,40097505,,abacavir Oral Tablet [Ziagen],AMSTEL_usagi,source_code_omop,medium
DRUG//START//23//9039,OMOP//OMOP_CONCEPT//41181162,,True,,OMOP_CONCEPT,41181162,,Bupivacaine 25 MG/ML Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//25//18754,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//25//6799,OMOP//OMOP_CONCEPT//46275863,,True,,OMOP_CONCEPT,46275863,,abciximab Injection [ReoPro],AMSTEL_usagi,source_code_omop,medium
DRUG//START//30//10625,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//30//20177,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//21052,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14831,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14832,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14904,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//15001,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//61//8944,OMOP//OMOP_CONCEPT//36274739,,False,blood_product,OMOP_CONCEPT,36274739,,Factor VIII Injection [OCTANATE],AMSTEL_usagi,source_code_omop,medium
DRUG//START//65//7170,OMOP//OMOP_CONCEPT//19024263,,True,,OMOP_CONCEPT,19024263,,diazepam 5 MG/ML Injectable Solution [Valium],AMSTEL_usagi,source_code_omop,medium
DRUG//START//69//9126,ATC//SFX//C01,,True,,ATC,21600286,,C01CA06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//70//9031,OMOP//OMOP_CONCEPT//21139149,,True,,OMOP_CONCEPT,21139149,,Beclomethasone 0.25 MG/ACTUAT [Becloforte],AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//19054,OMOP//OMOP_CONCEPT//21125875,,True,,OMOP_CONCEPT,21125875,,Multivitamin preparation Oral Tablet,AMSTEL_usagi,source_code_omop,medium
DRUG//START//118//19140,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//19915,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//118//20093,,,False,research_or_trial,,,,,AMSTEL_source_concepts,label_context,low
